name,link,address,lat,lng,rent_raw,rent_from,rent_to,layout_raw,layouts,built_year,management_fee_raw,management_fees,access,comment
江の島道東,/jkktokyo/detailMap?account=jkktokyo&bid=3280020&pgret=2,立川市栄町5-28-1,35.7162685,139.4256164,"39,500～60,800円（月額）",39500,60800,2K～2DK＋S,"['2K', '2DK+S']",1962,"1,800円",[1800],ＪＲ中央線「立川」駅からバス約9分「公社住宅」下車徒歩2分,
江古田,/jkktokyo/detailMap?account=jkktokyo&bid=1480100&pgret=2,中野区江原町1-23-1,35.7271488,139.6729902,"32,900～45,700円（月額）",32900,45700,1DK～2DK,"['1DK', '2DK']",1958,"2,000円",[2000],ＪＲ中央線「中野」駅からバス約13分「江古田住宅」下車徒歩5分,
高ケ坂,/jkktokyo/detailMap?account=jkktokyo&bid=3980030&pgret=2,町田市高ヶ坂3-35,35.5465375,139.4589938,"31,700～59,500円（月額）",31700,59500,２Ｋ～３Ｋ,"['2K', '3K']",1962,"1,500円",[1500],ＪＲ横浜線「町田」駅からバス約12分「高ヶ坂団地」下車徒歩1分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
豪徳寺,/jkktokyo/detailMap?account=jkktokyo&bid=1280030&pgret=2,世田谷区豪徳寺2-14-10,35.6467424,139.6471521,"46,500・48,200円（月額）",46500,48200,2K,['2K'],1954,900円,[900],小田急小田原線「豪徳寺」駅下車徒歩13分,
鷺宮西,/jkktokyo/detailMap?account=jkktokyo&bid=1480120&pgret=2,中野区白鷺3-2-1,35.7224461,139.6349879,"38,700～77,400円（月額）",38700,77400,2K～3K,"['2K', '3K']",1961,"1,500円",[1500],西武新宿線「鷺ノ宮」駅下車徒歩7分,
春江町,/jkktokyo/detailMap?account=jkktokyo&bid=2380020&pgret=2,江戸川区春江町1-2-1,35.7026058,139.8913321,"56,200～64,500円（月額）",56200,64500,2DK,['2DK'],1972,"2,400円",[2400],都営地下鉄新宿線「瑞江」駅下車徒歩17分,
春江町椿,/jkktokyo/detailMap?account=jkktokyo&bid=2380070&pgret=2,"江戸川区春江町2-4-1,2",35.6999508,139.8866408,"67,500円（月額）",67500,67500,2DK,['2DK'],1976,"2,900円",[2900],都営地下鉄新宿線「瑞江」駅下車徒歩19分,
勝どきサンスクェア,/jkktokyo/detailMap?account=jkktokyo&bid=280080&pgret=2,中央区勝どき1-7-2,35.6599093,139.7776026,"167,900～213,400円（月額）",167900,213400,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",1996,"7,200円",[7200],都営地下鉄大江戸線「勝どき」駅下車徒歩1分,
小金井貫井,/jkktokyo/detailMap?account=jkktokyo&bid=4080020&pgret=2,小金井市貫井南町5-3-1,35.6915725,139.492957,"35,300～44,900円（月額）",35300,44900,２Ｋ・２ＤＫ,"['2K', '2DK']",1963,"3,300円",[3300],ＪＲ中央線「武蔵小金井」駅からバス約8分「貫井南町二丁目」下車徒歩5分,
小金井本町,/jkktokyo/detailMap?account=jkktokyo&bid=4080010&pgret=2,小金井市本町4-5,35.7067848,139.5008009,"44,200～65,600円（月額）",44200,65600,２Ｋ～３Ｋ,"['2K', '3K']",1961,"1,500円",[1500],ＪＲ中央線「武蔵小金井」駅下車徒歩16分,
昭島玉川町,/jkktokyo/detailMap?account=jkktokyo&bid=3780020&pgret=2,昭島市玉川町5-15-1,35.7025406,139.3757623,"55,700・57,100円（月額）",55700,57100,2DK,['2DK'],1978,"4,200円",[4200],ＪＲ青梅線「中神」駅下車徒歩11分,
昭島田中町,/jkktokyo/detailMap?account=jkktokyo&bid=3780030&pgret=2,昭島市田中町3-5-1,35.6992814,139.3530396,"38,200～56,100円（月額）",38200,56100,2DK・3DK,"['2DK', '3DK']",1979,"1,800円（17号棟以外）・2,700（17号棟）円",[1800],ＪＲ青梅線「昭島」駅からバス約14分「田中町団地」下車徒歩1分,７階建はエレベータがあります。ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
松が谷,/jkktokyo/detailMap?account=jkktokyo&bid=3180060&pgret=2,八王子市松が谷49-1,35.6305475,139.4141387,"40,800～64,400円（月額）",40800,64400,１ＬＤＫ～３ＤＫ,"['1LDK', '3DK']",1976,"2,400円",[2400],小田急多摩線「多摩センター」駅からバス約6分「松が谷小学校」下車徒歩2分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
松が谷第二,/jkktokyo/detailMap?account=jkktokyo&bid=3180130&pgret=2,八王子市松が谷59-1,35.630377,139.4123299,"62,400～65,900円（月額）",62400,65900,3DK,['3DK'],1979,"4,000円",[4000],小田急多摩線「多摩センター」駅からバス約6分「松が谷」下車徒歩4分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
松枝,/jkktokyo/detailMap?account=jkktokyo&bid=3180110&pgret=2,八王子市諏訪町1922-1-1,35.6818949,139.2933199,"31,400・36,300円（月額）",31400,36300,2DK,['2DK'],1976,"2,500円",[2500],ＪＲ中央線「八王子」駅からバス約34分「松枝住宅」下車徒歩5分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。エレベータは７階建（２、３、６、７号棟）のみです。
新河岸一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1980180&pgret=2,板橋区新河岸1-3-4,35.7944125,139.6657569,"58,500円（月額）",58500,58500,2DK,['2DK'],1978,"4,000円",[4000],都営地下鉄三田線「高島平」駅下車徒歩12分,
新田,/jkktokyo/detailMap?account=jkktokyo&bid=2380040&pgret=2,江戸川区西葛西8-2-1,35.6569689,139.8599061,"73,500～76,800円（月額）",73500,76800,2DK,['2DK'],1975,"3,500円",[3500],東京メトロ東西線「西葛西」駅下車徒歩15分,
新田第二,/jkktokyo/detailMap?account=jkktokyo&bid=2380080&pgret=2,江戸川区西葛西8-15-4,35.6557608,139.8611559,"78,000～85,600円（月額）",78000,85600,１ＬＤＫ～２ＤＫ,"['1LDK', '2DK']",1979,"3,500円",[3500],東京メトロ東西線「西葛西」駅下車徒歩16分,
森野,/jkktokyo/detailMap?account=jkktokyo&bid=3980060&pgret=2,町田市森野1-2,35.5432394,139.4419934,"44,900～72,900円（月額）",44900,72900,２Ｋ～３Ｋ,"['2K', '3K']",1963,"2,400円",[2400],小田急小田原線「町田」駅下車徒歩5分,
真光寺,/jkktokyo/detailMap?account=jkktokyo&bid=3980180&pgret=2,町田市真光寺3-1-3-1,35.5974,139.4616765,"53,100～60,600円（月額）",53100,60600,2DK・3DK,"['2DK', '3DK']",1978,"2,100円",[2100],小田急小田原線「鶴川」駅からバス約14分「鶴川団地引返場」下車徒歩3分,
清瀬台田,/jkktokyo/detailMap?account=jkktokyo&bid=5180020&pgret=2,清瀬市下宿1-1-1,35.7941173,139.5304172,"29,500～38,500円（月額）",29500,38500,1DK～3K,"['1DK', '3K']",1972,"1,200円",[1200],西武池袋線「清瀬」駅からバス約10分「台田団地中央」下車徒歩1分,
西新井本町,/jkktokyo/detailMap?account=jkktokyo&bid=2180080&pgret=2,"足立区西新井本町2-30-18-1,2",35.7754906,139.7712416,"66,500・67,000円（月額）",66500,67000,2DK,['2DK'],1978,"3,600円",[3600],東武大師線「大師前」駅下車徒歩15分,
西台,/jkktokyo/detailMap?account=jkktokyo&bid=1980150&pgret=2,板橋区高島平9-1-5,35.7874834,139.6738565,"66,700・73,200円（月額）",66700,73200,3DK,['3DK'],1972,"2,400円",[2400],都営地下鉄三田線「西台」駅下車徒歩1分,
西大島,/jkktokyo/detailMap?account=jkktokyo&bid=880170&pgret=2,"江東区大島4-1-8,9",35.6867378,139.8274824,"87,800・94,100円（月額）",87800,94100,2DK,['2DK'],1980,"2,900円",[2900],都営地下鉄新宿線「西大島」駅下車徒歩5分,
西保木間,/jkktokyo/detailMap?account=jkktokyo&bid=2180070&pgret=2,"足立区西保木間4-12-2,3",35.8048004,139.7975704,"52,500～65,700円（月額）",52500,65700,1LDK・2DK,"['1LDK', '2DK']",1975,"3,000円",[3000],東武スカイツリーライン(伊勢崎線)「竹ノ塚」駅からバス約6分「足立清掃工場」下車徒歩3分,
青井五丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2180090&pgret=2,足立区青井5-11-40,35.7769755,139.8198223,"72,000円（月額）",72000,72000,2DK,['2DK'],1979,"3,700円",[3700],首都圏新都市鉄道つくばエクスプレス線「青井」駅下車徒歩8分,
千住東町,/jkktokyo/detailMap?account=jkktokyo&bid=2180060&pgret=2,"足立区千住東2-21-1,2",35.746323,139.8097116,"76,800・81,900円（月額）",76800,81900,2DK,['2DK'],1973,"2,500円",[2500],京成線「京成関屋」駅下車徒歩5分,当住宅の敷地内に交番があります。
前野町第二,/jkktokyo/detailMap?account=jkktokyo&bid=1980160&pgret=2,板橋区前野町1-20-1,35.765311,139.6959636,"67,200・71,300円（月額）",67200,71300,2DK,['2DK'],1973,"2,300円",[2300],東武東上線「ときわ台」駅下車徒歩14分,
多摩川（狛江市）,/jkktokyo/detailMap?account=jkktokyo&bid=3880031&pgret=2,狛江市西和泉1-1,35.6413446,139.5634881,"38,800～67,500円（月額）",38800,67500,１ＤＫ～３Ｋ,"['1DK', '3K']",1966,"1,700円",[1700],小田急小田原線「狛江」駅からバス約10分「多摩川住宅中央」下車徒歩2分,
多摩川（調布市）,/jkktokyo/detailMap?account=jkktokyo&bid=3880030&pgret=2,調布市染地3-1-115,35.6418348,139.5619957,"44,400～71,100円（月額）",44400,71100,２Ｋ～３ＤＫ,"['2K', '3DK']",1966,"2,200円",[2200],小田急小田原線「狛江」駅からバス約10分「多摩川住宅中央」下車徒歩5分,当住宅の敷地内に交番があります。
大和芝中,/jkktokyo/detailMap?account=jkktokyo&bid=5080040&pgret=2,東大和市蔵敷3-1197-1,35.7480858,139.420432,"35,200～58,200円（月額）",35200,58200,１ＬＤＫ～３Ｋ,"['1LDK', '3K']",1970,"1,600円",[1600],多摩都市モノレール「上北台」駅下車徒歩10分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
大和上北台,/jkktokyo/detailMap?account=jkktokyo&bid=5080060&pgret=2,東大和市上北台2-886-1,35.7437759,139.4117469,"39,600～57,400円（月額）",39600,57400,２ＤＫ～３Ｋ,"['2DK', '3K']",1972,"1,600円",[1600],西武拝島線「玉川上水」駅からバス約7分「店舗前」下車徒歩５分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
辰巳あけぼの,/jkktokyo/detailMap?account=jkktokyo&bid=880210&pgret=2,江東区辰巳2-5-1,35.6535125,139.816474,"88,100～106,800円（月額）",88100,106800,2LDK～3DK,"['2LDK', '3DK']",1982,"2,500円",[2500],ＪＲ京葉線「潮見」駅下車徒歩11分,
辰巳しののめ,/jkktokyo/detailMap?account=jkktokyo&bid=880190&pgret=2,江東区辰巳1-5-15,35.6525067,139.8068933,"82,200円（月額）",82200,82200,2DK,['2DK'],1982,"3,000円",[3000],東京メトロ有楽町線「辰巳」駅下車徒歩12分,
中台町,/jkktokyo/detailMap?account=jkktokyo&bid=1980080&pgret=2,板橋区若木2-13-1,35.7702505,139.6734915,"34,200～42,300円（月額）",34200,42300,2K,['2K'],1961,"1,000円",[1000],東武東上線「上板橋」駅下車徒歩14分,
町田木曽,/jkktokyo/detailMap?account=jkktokyo&bid=3980150&pgret=2,町田市木曽東4-11-イ1,35.5637773,139.4332369,"33,000～55,600円（月額）",33000,55600,1R～3DK,"['1R', '3DK']",1969,"1,500円",[1500],小田急小田原線「町田」駅からバス約16分「山崎団地センター」下車徒歩1分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
田無西原,/jkktokyo/detailMap?account=jkktokyo&bid=4680020&pgret=2,西東京市西原町3-7-B,35.7359802,139.5326677,"39,900～60,400円（月額）",39900,60400,２Ｋ～３Ｋ,"['2K', '3K']",1963,"2,000円",[2000],西武新宿線「田無」駅からバス約7分「文華女子高等学校」下車徒歩4分,
田無南芝,/jkktokyo/detailMap?account=jkktokyo&bid=4680030&pgret=2,西東京市芝久保町2-17,35.726218,139.525136,"35,100～66,200円（月額）",35100,66200,２Ｋ～３Ｋ,"['2K', '3K']",1964,"1,600円",[1600],西武新宿線「田無」駅からバス約7分「北芝久保（都営・西武）」下車徒歩8分,
東雲都橋,/jkktokyo/detailMap?account=jkktokyo&bid=880120&pgret=2,"江東区東雲2-4-1,2",35.6422861,139.7980825,"82,100・83,100円（月額）",82100,83100,3DK,['3DK'],1979,"2,400円",[2400],東京臨海高速鉄道りんかい線「東雲」駅下車徒歩10分,
東葛西第一,/jkktokyo/detailMap?account=jkktokyo&bid=2380111&pgret=2,江戸川区東葛西4-4-1,35.66020230000001,139.8831846,"86,800・89,700円（月額）",86800,89700,3DK,['3DK'],1982,"2,000円",[2000],東京メトロ東西線「葛西」駅下車徒歩16分,
東葛西第二,/jkktokyo/detailMap?account=jkktokyo&bid=2380112&pgret=2,江戸川区東葛西9-10-1,35.6584052,139.8826131,"78,700円（月額）",78700,78700,3K,['3K'],1982,"3,000円",[3000],東京メトロ東西線「葛西」駅下車徒歩17分,
東寺方,/jkktokyo/detailMap?account=jkktokyo&bid=5480100&pgret=2,多摩市東寺方626-2-1,35.6429639,139.4376573,"61,300円（月額）",61300,61300,2DK,['2DK'],1979,"2,600円",[2600],京王線「聖蹟桜ヶ丘」駅下車徒歩21分,
南烏山三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1280100&pgret=2,世田谷区南烏山3-11-19,35.6705085,139.6059997,"88,800・93,700円（月額）",88800,93700,3K,['3K'],1973,"1,400円",[1400],京王線「芦花公園」駅下車徒歩4分,
南葛西,/jkktokyo/detailMap?account=jkktokyo&bid=2380090&pgret=2,"江戸川区南葛西1-1-1,2",35.6531165,139.867346,"73,100・73,600円（月額）",73100,73600,2DK,['2DK'],1980,"4,100円",[4100],東京メトロ東西線「西葛西」駅からバス約6分「新田」下車徒歩6分,
南砂,/jkktokyo/detailMap?account=jkktokyo&bid=880080&pgret=2,江東区南砂2-3-1,35.6702883,139.8220008,"70,100～91,800円（月額）",70100,91800,1LDK・2DK,"['1LDK', '2DK']",1975,"1,550円",[1550],東京メトロ東西線「東陽町」駅下車徒歩8分,
南砂七丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880110&pgret=2,江東区南砂7-1-18,35.6680293,139.8343933,"78,400円（月額）",78400,78400,2DK,['2DK'],1976,"2,800円",[2800],東京メトロ東西線「南砂町」駅下車徒歩3分,
梅園三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=5180040&pgret=2,"清瀬市梅園3-1-1,2",35.7694827,139.5030869,"52,800円（月額）",52800,52800,2DK,['2DK'],1978,"2,000円",[2000],西武池袋線「清瀬」駅からバス約6分「上宮」下車徒歩2分,
八王子泉町,/jkktokyo/detailMap?account=jkktokyo&bid=3180040&pgret=2,八王子市泉町682-1-1,35.6764033,139.299222,"29,800・30,600円（月額）",29800,30600,2DK,['2DK'],1972,"1,900円",[1900],ＪＲ中央線「八王子」駅からバス約26分「泉町住宅」下車徒歩1分,
富士見町,/jkktokyo/detailMap?account=jkktokyo&bid=3280040&pgret=2,立川市富士見町6-1,35.694498,139.3955455,"40,700～63,100円（月額）",40700,63100,1K～2DK,"['1K', '2DK']",1968,"1,900円",[1900],ＪＲ中央線「立川」駅からバス約7分「富士見町団地」下車徒歩4分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
富士見町東,/jkktokyo/detailMap?account=jkktokyo&bid=3280070&pgret=2,立川市富士見町7-41,35.6913696,139.3984028,"64,800～68,600円（月額）",64800,68600,2DK,['2DK'],1978,"1,800円",[1800],ＪＲ中央線「立川」駅からバス約6分「富士見町七丁目」下車徒歩5分,
福生加美平,/jkktokyo/detailMap?account=jkktokyo&bid=4880020&pgret=2,福生市加美平4-1-1,35.7520811,139.3241023,"29,300～46,400円（月額）",29300,46400,２Ｋ～３Ｋ,"['2K', '3K']",1967,"1,300円",[1300],ＪＲ青梅線「福生」駅からバス約5分「加美平団地中央」下車徒歩2分,
平山,/jkktokyo/detailMap?account=jkktokyo&bid=4280020&pgret=2,日野市東平山1-7-6,35.6480405,139.3772711,"29,700～52,600円（月額）",29700,52600,2K～3K,"['2K', '3K']",1965,"1,200円",[1200],ＪＲ中央線「豊田」駅下車徒歩18分,当住宅の敷地内に駐在所があります。
平尾,/jkktokyo/detailMap?account=jkktokyo&bid=5580010&pgret=2,稲城市平尾3-1-1-1,35.6105,139.4862036,"42,400～55,400円（月額）",42400,55400,1DK～3K,"['1DK', '3K']",1970,"1,700円",[1700],小田急小田原線「新百合ヶ丘」駅からバス約12分「平尾団地」下車徒歩2分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。　　当住宅の敷地内に交番があります。
豊島町,/jkktokyo/detailMap?account=jkktokyo&bid=1780030&pgret=2,北区豊島7-31-1,35.766829,139.7437675,"66,500～75,500円（月額）",66500,75500,2DK,['2DK'],1972,"2,700円",[2700],ＪＲ京浜東北線「王子」駅からバス約8分「新田橋」下車徒歩3分,
堀江,/jkktokyo/detailMap?account=jkktokyo&bid=2380050&pgret=2,江戸川区南葛西3-16-1,35.6500142,139.870018,"65,100～70,300円（月額）",65100,70300,2DK,['2DK'],1975,"3,800円",[3800],ＪＲ京葉線「葛西臨海公園」駅からバス約4分「堀江団地」下車徒歩5分,当住宅の敷地内に交番があります。
堀船,/jkktokyo/detailMap?account=jkktokyo&bid=1780020&pgret=2,"北区堀船2-27-1,2",35.7563197,139.7467515,"57,500～70,600円（月額）",57500,70600,2DK,['2DK'],1971,"1,600円",[1600],ＪＲ京浜東北線「王子」駅下車徒歩14分,
堀船第二,/jkktokyo/detailMap?account=jkktokyo&bid=1780040&pgret=2,"北区堀船2-22-1,2",35.7552011,139.7456836,"72,300～74,700円（月額）",72300,74700,2DK,['2DK'],1975,"1,800円",[1800],ＪＲ京浜東北線「王子」駅下車徒歩12分,
本村町,/jkktokyo/detailMap?account=jkktokyo&bid=380010&pgret=2,港区南麻布3-12-1,35.6484966,139.7308351,"61,600円（月額）",61600,61600,2K,['2K'],1953,300円,[300],東京メトロ日比谷線「広尾」駅下車徒歩15分,
本町田,/jkktokyo/detailMap?account=jkktokyo&bid=3980110&pgret=2,町田市本町田867-1-イ1,35.5608565,139.4519076,"38,600～60,000円（月額）",38600,60000,２Ｋ～３Ｋ,"['2K', '3K']",1965,800円,[800],小田急小田原線「町田」駅からバス約9分「ストアー前」下車徒歩2分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
本田川端町,/jkktokyo/detailMap?account=jkktokyo&bid=2280010&pgret=2,葛飾区東立石4-1-1,35.7315012,139.8515351,"32,100・32,200円（月額）",32100,32200,２Ｋ,['2K'],1957,600円,[600],京成押上線「京成立石」駅下車徒歩12分,
木曽,/jkktokyo/detailMap?account=jkktokyo&bid=3980070&pgret=2,町田市木曽東4-6,35.5634128,139.4284919,"27,500～52,600円（月額）",27500,52600,2K～3K,"['2K', '3K']",1963,"1,700円",[1700],小田急小田原線「町田」駅からバス約11分「木曽住宅」下車徒歩3分,
落合,/jkktokyo/detailMap?account=jkktokyo&bid=5480070&pgret=2,多摩市落合4-1-1,35.6154725,139.4317128,"52,900～62,300円（月額）",52900,62300,１ＬＤＫ～３ＤＫ,"['1LDK', '3DK']",1975,"2,300円・2,500円・3,000円・3,100円","[2300, 2500, 3000, 3100]",小田急多摩線「多摩センター」駅からバス約5分「落合四丁目」下車徒歩3分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
落合三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=5480110&pgret=2,多摩市落合3-5-1,35.6217369,139.4314894,"72,400・72,600円（月額）",72400,72600,3DK,['3DK'],1980,"3,500円",[3500],京王相模原線「多摩センター」駅下車徒歩13分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
蓮根三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1980170&pgret=2,板橋区蓮根3-15-3,35.7892303,139.6777291,"80,100円（月額）",80100,80100,3DK,['3DK'],1978,"3,300円",[3300],都営地下鉄三田線「西台」駅下車徒歩8分,
